model_id,family,description,term,estimate,std_error_hc3,statistic,p_value,conf_low_95,conf_high_95
H1_M5,H1,Paid-only robustness; is_free omitted because it is constant,genre_Simulation,0.954532167716802,0.0304242096550652,31.3740990658039,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101277156225615,0.894901812534779,1.01416252289883
H1_M5,H1,Paid-only robustness; is_free omitted because it is constant,genre_Sports,0.00991271432907561,0.0576662760497885,0.171897944658626,0.863518210367587,-0.103111109851055,0.122936538509206
H1_M5,H1,Paid-only robustness; is_free omitted because it is constant,genre_Racing,-0.323677965923805,0.0633577198399416,-5.10873760516479,0.00000032508398330664,-0.447856814952669,-0.19949911689494
H1_M5,H1,Paid-only robustness; is_free omitted because it is constant,genre_RPG,0.771528797800642,0.0318195848465222,24.2469787560716,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000216105355575971,0.709163557498442,0.833894038102842
H1_M5,H1,Paid-only robustness; is_free omitted because it is constant,genre_Strategy,0.0373564220081933,0.0314074776419225,1.18941172016724,0.234281327579687,-0.0242011030152218,0.0989139470316084
H1_M5,H1,Paid-only robustness; is_free omitted because it is constant,genre_Other,-0.961441988711078,0.0381547003002149,-25.1985202647671,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000151805326699778,-1.03622382714042,-0.886660150281737
H1_M5,H1,Paid-only robustness; is_free omitted because it is constant,factor(release_period)2009,-0.753897456590416,0.208789774742884,-3.61079682910148,0.000305449831733979,-1.1631178954267,-0.344677017754133
H1_M5,H1,Paid-only robustness; is_free omitted because it is constant,factor(release_period)2010,-0.584056946569557,0.215855234253466,-2.70578079141567,0.00681588845952526,-1.00712543158081,-0.160988461558307
H1_M5,H1,Paid-only robustness; is_free omitted because it is constant,factor(release_period)2011,-0.101343686039525,0.212816143602299,-0.476203000036083,0.633931102081958,-0.518455662828734,0.315768290749685
H1_M5,H1,Paid-only robustness; is_free omitted because it is constant,factor(release_period)2012,0.111859556804538,0.190391392627799,0.587524232375435,0.556853388826708,-0.261300715712374,0.485019829321449
H1_M5,H1,Paid-only robustness; is_free omitted because it is constant,factor(release_period)2013,0.249522396644366,0.176056841279926,1.41728316167863,0.156404167960029,-0.095542671496174,0.594587464784906
H1_M5,H1,Paid-only robustness; is_free omitted because it is constant,factor(release_period)2014,-1.41439609795834,0.147920353549773,-9.56187613141695,0.00000000000000000000118862293244781,-1.70431466349632,-1.12447753242035
H1_M5,H1,Paid-only robustness; is_free omitted because it is constant,factor(release_period)2015,-2.37393591147419,0.144334244976505,-16.4474890339477,0.00000000000000000000000000000000000000000000000000000000000110772123507764,-2.65682583336392,-2.09104598958446
H1_M5,H1,Paid-only robustness; is_free omitted because it is constant,factor(release_period)2016,-2.93382020964743,0.141034391896996,-20.8021615875802,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000756412789031038,-3.21024253834705,-2.65739788094781
H1_M5,H1,Paid-only robustness; is_free omitted because it is constant,factor(release_period)2017,-4.03353921729006,0.140424892175061,-28.7238192233158,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000017039578514251,-4.3087669484861,-3.75831148609402
H1_M5,H1,Paid-only robustness; is_free omitted because it is constant,factor(release_period)2018,-4.75004446422739,0.139905438718395,-33.9518213712076,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000798268846656117,-5.02425408535672,-4.47583484309806
H1_M5,H1,Paid-only robustness; is_free omitted because it is constant,factor(release_period)2019,-5.12428336866368,0.141126828187614,-36.3097749341569,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000289286939547847,-5.40088686916377,-4.84767986816358
H1_M5,H1,Paid-only robustness; is_free omitted because it is constant,factor(release_period)2020,-5.039260198115,0.139618092886703,-36.0931745587175,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000649797146932973,-5.3129066317631,-4.76561376446689
H1_M5,H1,Paid-only robustness; is_free omitted because it is constant,factor(release_period)2021,-5.36587069605951,0.138445337207106,-38.7580456251298,0,-5.63721857081295,-5.09452282130608
H1_M5,H1,Paid-only robustness; is_free omitted because it is constant,factor(release_period)2022,-5.41782666148554,0.138221577363303,-39.1966780066854,0,-5.68873597500393,-5.14691734796715
H1_M5,H1,Paid-only robustness; is_free omitted because it is constant,factor(release_period)2023,-5.54745218208383,0.138040102780654,-40.1872504463341,0,-5.81800581195612,-5.27689855221154
H1_M5,H1,Paid-only robustness; is_free omitted because it is constant,factor(release_period)2024,-5.67752051984808,0.137271831632081,-41.3596908582461,0,-5.94656836593881,-5.40847267375736
H1_M5,H1,Paid-only robustness; is_free omitted because it is constant,factor(release_period)2025,-4.47589084304401,0.141524597883176,-31.6262396077515,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000394669003662151,-4.75327395782154,-4.19850772826647
H1_M5,H1,Paid-only robustness; is_free omitted because it is constant,factor(release_period)2026,-5.16599786467676,0.252019287698315,-20.4984226082761,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000392852961982068,-5.6599465919749,-4.67204913737863
H2_M1,H2,Weighted GGGI: Female Protagonist only; common H2-main sample,(Intercept),74.6806353920191,0.0263294121569681,2836.39585064776,0,74.6290306924573,74.7322400915809
H2_M1,H2,Weighted GGGI: Female Protagonist only; common H2-main sample,tag_female_protagonist,-0.64973685128196,0.0723652698937705,-8.97857290155552,0.00000000000000000029480821482906,-0.791570174005271,-0.507903528558649
H2_M2,H2,Weighted GGGI: add Free to Play and Early Access,(Intercept),74.6108947253332,0.0302268582546273,2468.36419772178,0,74.5516511717883,74.670138278878
H2_M2,H2,Weighted GGGI: add Free to Play and Early Access,tag_female_protagonist,-0.609298257997959,0.0730168847860468,-8.34462138152452,0.0000000000000000754076271403062,-0.752408722441921,-0.466187793553997
H2_M2,H2,Weighted GGGI: add Free to Play and Early Access,is_free,0.261961769211242,0.0660485118862068,3.96620244317645,0.0000732476199672246,0.132509064681811,0.391414473740673
H2_M2,H2,Weighted GGGI: add Free to Play and Early Access,is_early_access,0.256067944066829,0.0781682873257122,3.27585460584346,0.0010549840742723,0.102860916175255,0.409274971958404
H2_M3,H2,"Main H2: game characteristics, genre flags and release-period effects",(Intercept),76.391631110355,0.139290426233509,548.43418299468,0,76.1186268915461,76.6646353291639
H2_M3,H2,"Main H2: game characteristics, genre flags and release-period effects",tag_female_protagonist,-0.466183678513394,0.073144564225848,-6.37345622941935,0.00000000018831870689993,-0.609544390060933,-0.322822966965856
H2_M3,H2,"Main H2: game characteristics, genre flags and release-period effects",is_free,0.418483451917432,0.0687970599501898,6.08286825367859,0.00000000119913890388417,0.283643692172817,0.553323211662047
H2_M3,H2,"Main H2: game characteristics, genre flags and release-period effects",is_early_access,0.385238590079742,0.0800600676758088,4.81186940335483,0.00000150472438923871,0.228323740835317,0.542153439324166
H2_M3,H2,"Main H2: game characteristics, genre flags and release-period effects",genre_Action,-0.115351081899363,0.0534877500283687,-2.15658878599649,0.0310480456808302,-0.220185145569047,-0.0105170182296793
H2_M3,H2,"Main H2: game characteristics, genre flags and release-period effects",genre_Adventure,0.0443438478878956,0.0544046985510711,0.8150738643698,0.415038467239815,-0.0622874018619622,0.150975097637753
H2_M3,H2,"Main H2: game characteristics, genre flags and release-period effects",genre_Simulation,0.315914457638038,0.0618763356276048,5.10557799575157,0.000000332412209614661,0.19463906831262,0.437189846963456
H2_M3,H2,"Main H2: game characteristics, genre flags and release-period effects",genre_Sports,0.450666394331619,0.124086775358718,3.6318648222488,0.000281991665801921,0.207460783670818,0.693872004992419
